sigma,filename,beam_width,base_heuristic,length_normal,length_prob,delta_length,time_s_normal,time_s_prob,delta_time
sigma-4,mglcs_3_100_4_0.txt,10,h5,16.0,4.0,-12.0,0.0049,0.0793,0.0744
sigma-4,mglcs_3_100_4_0.txt,10,h6,15.0,15.0,0.0,0.0023,0.0719,0.06960000000000001
sigma-4,mglcs_3_100_4_0.txt,10,h7,16.0,4.0,-12.0,0.0027,0.058,0.0553
sigma-4,mglcs_3_100_4_1.txt,10,h1,16.0,42.0,26.0,0.0023,0.2145,0.2122
sigma-4,mglcs_3_100_4_1.txt,10,h2,17.0,7.0,-10.0,0.0027,0.0147,0.012
sigma-4,mglcs_3_100_4_1.txt,10,h3,40.0,19.0,-21.0,0.0078,0.1009,0.0931
sigma-4,mglcs_3_100_4_1.txt,10,h4,44.0,43.0,-1.0,0.0069,0.3818,0.37489999999999996
sigma-4,mglcs_3_100_4_1.txt,10,h5,17.0,17.0,0.0,0.0058,0.0409,0.0351
sigma-4,mglcs_3_100_4_1.txt,10,h6,17.0,7.0,-10.0,0.004,0.0961,0.0921
sigma-4,mglcs_3_100_4_1.txt,10,h7,17.0,1.0,-16.0,0.0031,0.0148,0.0117
sigma-4,mglcs_3_100_4_2.txt,10,h1,43.0,45.0,2.0,0.0103,0.5315,0.5212
sigma-4,mglcs_3_100_4_2.txt,10,h2,9.0,6.0,-3.0,0.0009,0.1076,0.1067
sigma-4,mglcs_3_100_4_2.txt,10,h3,25.0,44.0,19.0,0.0044,0.5574,0.553
sigma-4,mglcs_3_100_4_2.txt,10,h4,46.0,46.0,0.0,0.0099,0.752,0.7421
sigma-4,mglcs_3_100_4_2.txt,10,h5,30.0,47.0,17.0,0.014,0.6756,0.6616
sigma-4,mglcs_3_100_4_2.txt,10,h6,45.0,30.0,-15.0,0.0075,0.248,0.2405
sigma-4,mglcs_3_100_4_2.txt,10,h7,9.0,6.0,-3.0,0.0009,0.1048,0.1039
sigma-4,mglcs_3_100_4_3.txt,10,h1,19.0,27.0,8.0,0.0033,0.384,0.3807
sigma-4,mglcs_3_100_4_3.txt,10,h2,24.0,24.0,0.0,0.0051,0.5474,0.5423
sigma-4,mglcs_3_100_4_3.txt,10,h3,18.0,22.0,4.0,0.0037,0.3947,0.391
sigma-4,mglcs_3_100_4_3.txt,10,h4,22.0,24.0,2.0,0.0041,0.4784,0.4743
sigma-4,mglcs_3_100_4_3.txt,10,h5,24.0,24.0,0.0,0.0112,1.0019,0.9907
sigma-4,mglcs_3_100_4_3.txt,10,h6,22.0,27.0,5.0,0.0039,0.4234,0.4195
sigma-4,mglcs_3_100_4_3.txt,10,h7,23.0,24.0,1.0,0.0051,0.467,0.46190000000000003
sigma-4,mglcs_3_100_4_4.txt,10,h1,11.0,38.0,27.0,0.0015,0.1959,0.1944
sigma-4,mglcs_3_100_4_4.txt,10,h2,11.0,11.0,0.0,0.0018,0.1421,0.1403
sigma-4,mglcs_3_100_4_4.txt,10,h3,36.0,36.0,0.0,0.0053,0.17,0.1647
sigma-4,mglcs_3_100_4_4.txt,10,h4,11.0,38.0,27.0,0.0019,0.2563,0.25439999999999996
sigma-4,mglcs_3_100_4_4.txt,10,h5,11.0,11.0,0.0,0.0032,0.2316,0.2284
sigma-4,mglcs_3_100_4_4.txt,10,h6,11.0,11.0,0.0,0.0018,0.1436,0.1418
sigma-4,mglcs_3_100_4_4.txt,10,h7,11.0,11.0,0.0,0.002,0.1133,0.1113
sigma-4,mglcs_3_100_4_5.txt,10,h1,45.0,46.0,1.0,0.0072,0.553,0.5458000000000001
sigma-4,mglcs_3_100_4_5.txt,10,h2,33.0,34.0,1.0,0.0067,0.7683,0.7615999999999999
sigma-4,mglcs_3_100_4_5.txt,10,h3,44.0,46.0,2.0,0.0068,0.5158,0.509
sigma-4,mglcs_3_100_4_5.txt,10,h4,43.0,45.0,2.0,0.0078,0.6712,0.6634
sigma-4,mglcs_3_100_4_5.txt,10,h5,50.0,50.0,0.0,0.0234,1.4722,1.4487999999999999
sigma-4,mglcs_3_100_4_5.txt,10,h6,44.0,42.0,-2.0,0.0075,0.5976,0.5901000000000001
sigma-4,mglcs_3_100_4_5.txt,10,h7,33.0,34.0,1.0,0.008,0.8062,0.7982
sigma-4,mglcs_3_100_4_6.txt,10,h1,4.0,4.0,0.0,0.0003,0.0389,0.038599999999999995
sigma-4,mglcs_3_100_4_6.txt,10,h2,4.0,4.0,0.0,0.0005,0.0525,0.052
sigma-4,mglcs_3_100_4_6.txt,10,h3,4.0,4.0,0.0,0.0005,0.0338,0.033299999999999996
sigma-4,mglcs_3_100_4_6.txt,10,h4,4.0,4.0,0.0,0.0005,0.0522,0.0517
sigma-4,mglcs_3_100_4_6.txt,10,h5,4.0,4.0,0.0,0.0008,0.0991,0.0983
sigma-4,mglcs_3_100_4_6.txt,10,h6,4.0,4.0,0.0,0.0003,0.0458,0.0455
sigma-4,mglcs_3_100_4_6.txt,10,h7,4.0,4.0,0.0,0.0003,0.0609,0.0606
sigma-4,mglcs_3_100_4_7.txt,10,h1,15.0,17.0,2.0,0.0026,0.2332,0.2306
sigma-4,mglcs_3_100_4_7.txt,10,h2,15.0,17.0,2.0,0.0026,0.2371,0.23450000000000001
sigma-4,mglcs_3_100_4_7.txt,10,h3,16.0,16.0,0.0,0.0024,0.2626,0.2602
sigma-4,mglcs_3_100_4_7.txt,10,h4,15.0,16.0,1.0,0.003,0.3492,0.3462
sigma-4,mglcs_3_100_4_7.txt,10,h5,17.0,17.0,0.0,0.007,0.5105,0.5035
sigma-4,mglcs_3_100_4_7.txt,10,h6,17.0,15.0,-2.0,0.0027,0.2098,0.20709999999999998
sigma-4,mglcs_3_100_4_7.txt,10,h7,17.0,15.0,-2.0,0.003,0.2421,0.2391
sigma-4,mglcs_3_100_4_8.txt,10,h1,42.0,45.0,3.0,0.0066,0.45,0.4434
sigma-4,mglcs_3_100_4_8.txt,10,h2,27.0,19.0,-8.0,0.004,0.4081,0.4041
sigma-4,mglcs_3_100_4_8.txt,10,h3,41.0,43.0,2.0,0.0064,0.2714,0.26499999999999996
sigma-4,mglcs_3_100_4_8.txt,10,h4,45.0,44.0,-1.0,0.007,0.5355,0.5285
sigma-4,mglcs_3_100_4_8.txt,10,h5,30.0,30.0,0.0,0.0107,0.4448,0.4341
sigma-4,mglcs_3_100_4_8.txt,10,h6,26.0,29.0,3.0,0.0046,0.3368,0.3322
sigma-4,mglcs_3_100_4_8.txt,10,h7,26.0,19.0,-7.0,0.0043,0.3712,0.36689999999999995
sigma-4,mglcs_3_100_4_9.txt,10,h1,25.0,33.0,8.0,0.0046,0.4522,0.4476
sigma-4,mglcs_3_100_4_9.txt,10,h2,29.0,27.0,-2.0,0.0054,0.3884,0.383
sigma-4,mglcs_3_100_4_9.txt,10,h3,22.0,30.0,8.0,0.004,0.4153,0.4113
sigma-4,mglcs_3_100_4_9.txt,10,h4,23.0,28.0,5.0,0.0057,0.5583,0.5526
sigma-4,mglcs_3_100_4_9.txt,10,h5,28.0,29.0,1.0,0.0126,1.2666,1.254
sigma-4,mglcs_3_100_4_9.txt,10,h6,25.0,27.0,2.0,0.0044,0.3785,0.3741
sigma-4,mglcs_3_100_4_9.txt,10,h7,27.0,27.0,0.0,0.0049,0.5086,0.5037
sigma-4,mglcs_3_200_4_0.txt,10,h1,77.0,86.0,9.0,0.021,1.0172,0.9962000000000001
sigma-4,mglcs_3_200_4_0.txt,10,h2,41.0,41.0,0.0,0.0137,0.6667,0.6529999999999999
sigma-4,mglcs_3_200_4_0.txt,10,h3,82.0,79.0,-3.0,0.0209,0.575,0.5540999999999999
sigma-4,mglcs_3_200_4_0.txt,10,h4,25.0,86.0,61.0,0.0088,0.934,0.9252
sigma-4,mglcs_3_200_4_0.txt,10,h5,42.0,85.0,43.0,0.0308,2.0857,2.0549
sigma-4,mglcs_3_200_4_0.txt,10,h6,37.0,90.0,53.0,0.0113,1.0284,1.0171
sigma-4,mglcs_3_200_4_0.txt,10,h7,42.0,40.0,-2.0,0.0125,1.1574,1.1449
sigma-4,mglcs_3_200_4_1.txt,10,h1,75.0,87.0,12.0,0.0205,1.8857,1.8652
sigma-4,mglcs_3_200_4_1.txt,10,h2,41.0,41.0,0.0,0.0131,0.7545,0.7414
sigma-4,mglcs_3_200_4_1.txt,10,h3,52.0,84.0,32.0,0.0178,1.6632,1.6454
sigma-4,mglcs_3_200_4_1.txt,10,h4,79.0,93.0,14.0,0.0301,2.4503,2.4202
sigma-4,mglcs_3_200_4_1.txt,10,h5,57.0,99.0,42.0,0.0393,2.8195,2.7802000000000002
sigma-4,mglcs_3_200_4_1.txt,10,h6,57.0,93.0,36.0,0.0213,0.8601,0.8388
sigma-4,mglcs_3_200_4_1.txt,10,h7,20.0,57.0,37.0,0.0072,0.4288,0.42160000000000003
sigma-4,mglcs_3_200_4_2.txt,10,h1,84.0,90.0,6.0,0.0262,1.5038,1.4776
sigma-4,mglcs_3_200_4_2.txt,10,h2,55.0,83.0,28.0,0.0197,1.7639,1.7442
sigma-4,mglcs_3_200_4_2.txt,10,h3,87.0,86.0,-1.0,0.0195,0.9664,0.9469000000000001
sigma-4,mglcs_3_200_4_2.txt,10,h4,43.0,92.0,49.0,0.0128,1.631,1.6182
sigma-4,mglcs_3_200_4_2.txt,10,h5,85.0,96.0,11.0,0.0646,2.62,2.5554
sigma-4,mglcs_3_200_4_2.txt,10,h6,94.0,99.0,5.0,0.0246,1.417,1.3924
sigma-4,mglcs_3_200_4_2.txt,10,h7,92.0,81.0,-11.0,0.0284,1.0883,1.0599
sigma-4,mglcs_3_200_4_3.txt,10,h1,83.0,87.0,4.0,0.0209,1.3968,1.3759000000000001
sigma-4,mglcs_3_200_4_3.txt,10,h2,58.0,39.0,-19.0,0.0182,1.1512,1.133
sigma-4,mglcs_3_200_4_3.txt,10,h3,44.0,81.0,37.0,0.0154,0.9341,0.9187000000000001
sigma-4,mglcs_3_200_4_3.txt,10,h4,47.0,84.0,37.0,0.0214,1.418,1.3965999999999998
sigma-4,mglcs_3_200_4_3.txt,10,h5,88.0,41.0,-47.0,0.0609,2.3799,2.319
sigma-4,mglcs_3_200_4_3.txt,10,h6,63.0,63.0,0.0,0.0183,1.0392,1.0209
sigma-4,mglcs_3_200_4_3.txt,10,h7,41.0,41.0,0.0,0.0143,1.4887,1.4744
sigma-4,mglcs_3_200_4_4.txt,10,h1,78.0,84.0,6.0,0.0199,1.346,1.3261
sigma-4,mglcs_3_200_4_4.txt,10,h2,30.0,29.0,-1.0,0.0117,1.0388,1.0271
sigma-4,mglcs_3_200_4_4.txt,10,h3,21.0,79.0,58.0,0.0067,1.0738,1.0671000000000002
sigma-4,mglcs_3_200_4_4.txt,10,h4,25.0,79.0,54.0,0.0093,1.1258,1.1164999999999998
sigma-4,mglcs_3_200_4_4.txt,10,h5,93.0,52.0,-41.0,0.0684,2.2722,2.2038
sigma-4,mglcs_3_200_4_4.txt,10,h6,40.0,52.0,12.0,0.0181,1.1437,1.1256
sigma-4,mglcs_3_200_4_4.txt,10,h7,29.0,38.0,9.0,0.0139,1.1461,1.1321999999999999
sigma-4,mglcs_3_200_4_5.txt,10,h1,31.0,85.0,54.0,0.0111,0.9664,0.9553
sigma-4,mglcs_3_200_4_5.txt,10,h2,34.0,33.0,-1.0,0.0107,0.4526,0.4419
sigma-4,mglcs_3_200_4_5.txt,10,h3,86.0,37.0,-49.0,0.0269,0.793,0.7661
sigma-4,mglcs_3_200_4_5.txt,10,h4,30.0,84.0,54.0,0.011,1.0237,1.0127000000000002
sigma-4,mglcs_3_200_4_5.txt,10,h5,46.0,46.0,0.0,0.0355,1.7145,1.6789999999999998
sigma-4,mglcs_3_200_4_5.txt,10,h6,43.0,46.0,3.0,0.0168,0.8477,0.8309
sigma-4,mglcs_3_200_4_5.txt,10,h7,46.0,44.0,-2.0,0.0157,0.8121,0.7964
sigma-4,mglcs_3_200_4_6.txt,10,h1,36.0,48.0,12.0,0.0099,0.8424,0.8325
sigma-4,mglcs_3_200_4_6.txt,10,h2,38.0,28.0,-10.0,0.016,0.5917,0.5757
sigma-4,mglcs_3_200_4_6.txt,10,h3,37.0,37.0,0.0,0.0121,0.7364,0.7243
sigma-4,mglcs_3_200_4_6.txt,10,h4,37.0,51.0,14.0,0.0115,0.9377,0.9262
sigma-4,mglcs_3_200_4_6.txt,10,h5,36.0,36.0,0.0,0.0268,1.4531,1.4263000000000001
sigma-4,mglcs_3_200_4_6.txt,10,h6,51.0,35.0,-16.0,0.0116,0.7451,0.7335
sigma-4,mglcs_3_200_4_6.txt,10,h7,38.0,28.0,-10.0,0.0162,0.627,0.6108
sigma-4,mglcs_3_200_4_7.txt,10,h1,88.0,89.0,1.0,0.0245,1.0747,1.0502
sigma-4,mglcs_3_200_4_7.txt,10,h2,73.0,98.0,25.0,0.0318,2.3329,2.3011
sigma-4,mglcs_3_200_4_7.txt,10,h3,81.0,81.0,0.0,0.0246,0.4164,0.3918
sigma-4,mglcs_3_200_4_7.txt,10,h4,85.0,92.0,7.0,0.0264,1.2097,1.1833
sigma-4,mglcs_3_200_4_7.txt,10,h5,97.0,98.0,1.0,0.0594,3.7459,3.6864999999999997
sigma-4,mglcs_3_200_4_7.txt,10,h6,95.0,99.0,4.0,0.0245,0.4982,0.47369999999999995
sigma-4,mglcs_3_200_4_7.txt,10,h7,100.0,100.0,0.0,0.0334,1.9362,1.9027999999999998
sigma-4,mglcs_3_200_4_8.txt,10,h1,26.0,88.0,62.0,0.0094,1.2098,1.2004
sigma-4,mglcs_3_200_4_8.txt,10,h2,95.0,22.0,-73.0,0.035,0.57,0.5349999999999999
sigma-4,mglcs_3_200_4_8.txt,10,h3,29.0,84.0,55.0,0.0127,1.2208,1.2081000000000002
sigma-4,mglcs_3_200_4_8.txt,10,h4,27.0,89.0,62.0,0.011,1.4605,1.4495
sigma-4,mglcs_3_200_4_8.txt,10,h5,23.0,32.0,9.0,0.0207,1.6601,1.6394
sigma-4,mglcs_3_200_4_8.txt,10,h6,50.0,85.0,35.0,0.018,0.9909,0.9729
sigma-4,mglcs_3_200_4_8.txt,10,h7,50.0,22.0,-28.0,0.0212,0.7853,0.7641
sigma-4,mglcs_3_200_4_9.txt,10,h1,19.0,20.0,1.0,0.0052,0.4466,0.4414
sigma-4,mglcs_3_200_4_9.txt,10,h2,18.0,15.0,-3.0,0.0049,0.5109,0.506
sigma-4,mglcs_3_200_4_9.txt,10,h3,17.0,20.0,3.0,0.0043,0.4524,0.4481
sigma-4,mglcs_3_200_4_9.txt,10,h4,19.0,20.0,1.0,0.0058,0.5448,0.5389999999999999
sigma-4,mglcs_3_200_4_9.txt,10,h5,20.0,20.0,0.0,0.0134,0.6203,0.6069
sigma-4,mglcs_3_200_4_9.txt,10,h6,19.0,20.0,1.0,0.0053,0.4464,0.4411
sigma-4,mglcs_3_200_4_9.txt,10,h7,20.0,20.0,0.0,0.0053,0.5376,0.5323
sigma-4,mglcs_3_50_4_0.txt,10,h1,20.0,23.0,3.0,0.0015,0.1207,0.1192
sigma-4,mglcs_3_50_4_0.txt,10,h2,23.0,5.0,-18.0,0.0035,0.0491,0.045599999999999995
sigma-4,mglcs_3_50_4_0.txt,10,h3,18.0,22.0,4.0,0.0018,0.1218,0.12000000000000001
sigma-4,mglcs_3_50_4_0.txt,10,h4,18.0,23.0,5.0,0.0017,0.152,0.1503
sigma-4,mglcs_3_50_4_0.txt,10,h5,23.0,23.0,0.0,0.005,0.0909,0.08589999999999999
sigma-4,mglcs_3_50_4_0.txt,10,h6,23.0,5.0,-18.0,0.0021,0.0387,0.0366
sigma-4,mglcs_3_50_4_0.txt,10,h7,23.0,4.0,-19.0,0.0028,0.0398,0.037000000000000005
sigma-4,mglcs_3_50_4_1.txt,10,h1,19.0,23.0,4.0,0.0037,0.2268,0.2231
sigma-4,mglcs_3_50_4_1.txt,10,h2,21.0,21.0,0.0,0.0025,0.2619,0.2594
sigma-4,mglcs_3_50_4_1.txt,10,h3,16.0,20.0,4.0,0.002,0.2589,0.2569
sigma-4,mglcs_3_50_4_1.txt,10,h4,18.0,23.0,5.0,0.0031,0.3335,0.3304
sigma-4,mglcs_3_50_4_1.txt,10,h5,24.0,24.0,0.0,0.008,0.4815,0.4735
sigma-4,mglcs_3_50_4_1.txt,10,h6,18.0,24.0,6.0,0.0021,0.2556,0.2535
sigma-4,mglcs_3_50_4_1.txt,10,h7,21.0,20.0,-1.0,0.0027,0.3445,0.3418
sigma-4,mglcs_3_50_4_2.txt,10,h1,12.0,12.0,0.0,0.0008,0.0973,0.0965
sigma-4,mglcs_3_50_4_2.txt,10,h2,12.0,12.0,0.0,0.001,0.1368,0.1358
sigma-4,mglcs_3_50_4_2.txt,10,h3,12.0,12.0,0.0,0.0009,0.1061,0.1052
sigma-4,mglcs_3_50_4_2.txt,10,h4,12.0,12.0,0.0,0.001,0.1406,0.1396
sigma-4,mglcs_3_50_4_2.txt,10,h5,12.0,12.0,0.0,0.0017,0.2292,0.22749999999999998
sigma-4,mglcs_3_50_4_2.txt,10,h6,12.0,12.0,0.0,0.0008,0.1279,0.12710000000000002
sigma-4,mglcs_3_50_4_2.txt,10,h7,12.0,10.0,-2.0,0.001,0.1373,0.1363
sigma-4,mglcs_3_50_4_3.txt,10,h1,20.0,23.0,3.0,0.0018,0.2418,0.24
sigma-4,mglcs_3_50_4_3.txt,10,h2,21.0,13.0,-8.0,0.0024,0.1725,0.17009999999999997
sigma-4,mglcs_3_50_4_3.txt,10,h3,22.0,22.0,0.0,0.0022,0.1913,0.1891
sigma-4,mglcs_3_50_4_3.txt,10,h4,20.0,22.0,2.0,0.0026,0.2255,0.22290000000000001
sigma-4,mglcs_3_50_4_3.txt,10,h5,23.0,21.0,-2.0,0.0057,0.2981,0.2924
sigma-4,mglcs_3_50_4_3.txt,10,h6,22.0,21.0,-1.0,0.0026,0.2347,0.2321
sigma-4,mglcs_3_50_4_3.txt,10,h7,23.0,13.0,-10.0,0.003,0.1757,0.1727
sigma-4,mglcs_3_50_4_4.txt,10,h1,18.0,21.0,3.0,0.0023,0.2362,0.2339
sigma-4,mglcs_3_50_4_4.txt,10,h2,21.0,21.0,0.0,0.0028,0.3278,0.32499999999999996
sigma-4,mglcs_3_50_4_4.txt,10,h3,19.0,19.0,0.0,0.0023,0.2294,0.2271
sigma-4,mglcs_3_50_4_4.txt,10,h4,19.0,21.0,2.0,0.003,0.3181,0.3151
sigma-4,mglcs_3_50_4_4.txt,10,h5,21.0,20.0,-1.0,0.0063,0.6735,0.6672
sigma-4,mglcs_3_50_4_4.txt,10,h6,19.0,20.0,1.0,0.0022,0.1983,0.1961
sigma-4,mglcs_3_50_4_4.txt,10,h7,21.0,21.0,0.0,0.0029,0.2811,0.2782
sigma-4,mglcs_3_50_4_5.txt,10,h1,20.0,20.0,0.0,0.0019,0.1679,0.16599999999999998
sigma-4,mglcs_3_50_4_5.txt,10,h2,13.0,13.0,0.0,0.0017,0.1947,0.193
sigma-4,mglcs_3_50_4_5.txt,10,h3,12.0,20.0,8.0,0.0017,0.1679,0.1662
sigma-4,mglcs_3_50_4_5.txt,10,h4,20.0,20.0,0.0,0.0025,0.2675,0.265
sigma-4,mglcs_3_50_4_5.txt,10,h5,13.0,20.0,7.0,0.0034,0.4011,0.3977
sigma-4,mglcs_3_50_4_5.txt,10,h6,20.0,20.0,0.0,0.0018,0.1266,0.1248
sigma-4,mglcs_3_50_4_5.txt,10,h7,13.0,13.0,0.0,0.0019,0.143,0.14109999999999998
sigma-4,mglcs_3_50_4_6.txt,10,h1,21.0,23.0,2.0,0.003,0.2948,0.2918
sigma-4,mglcs_3_50_4_6.txt,10,h2,22.0,22.0,0.0,0.0029,0.2342,0.2313
sigma-4,mglcs_3_50_4_6.txt,10,h3,21.0,23.0,2.0,0.0031,0.2734,0.2703
sigma-4,mglcs_3_50_4_6.txt,10,h4,19.0,23.0,4.0,0.0029,0.3714,0.3685
sigma-4,mglcs_3_50_4_6.txt,10,h5,25.0,25.0,0.0,0.0085,0.7157,0.7072
sigma-4,mglcs_3_50_4_6.txt,10,h6,23.0,25.0,2.0,0.003,0.321,0.318
sigma-4,mglcs_3_50_4_6.txt,10,h7,13.0,13.0,0.0,0.0021,0.2279,0.2258
sigma-4,mglcs_3_50_4_7.txt,10,h1,19.0,21.0,2.0,0.0022,0.2537,0.2515
sigma-4,mglcs_3_50_4_7.txt,10,h2,21.0,21.0,0.0,0.0034,0.2746,0.2712
sigma-4,mglcs_3_50_4_7.txt,10,h3,15.0,20.0,5.0,0.0018,0.2289,0.2271
sigma-4,mglcs_3_50_4_7.txt,10,h4,20.0,21.0,1.0,0.0029,0.3165,0.3136
sigma-4,mglcs_3_50_4_7.txt,10,h5,21.0,20.0,-1.0,0.0067,0.6238,0.6171
sigma-4,mglcs_3_50_4_7.txt,10,h6,18.0,21.0,3.0,0.0025,0.3006,0.2981
sigma-4,mglcs_3_50_4_7.txt,10,h7,21.0,21.0,0.0,0.0031,0.3023,0.2992
sigma-4,mglcs_3_50_4_8.txt,10,h1,19.0,23.0,4.0,0.0033,0.2573,0.25399999999999995
sigma-4,mglcs_3_50_4_8.txt,10,h2,23.0,24.0,1.0,0.0035,0.3799,0.3764
sigma-4,mglcs_3_50_4_8.txt,10,h3,22.0,23.0,1.0,0.0028,0.274,0.2712
sigma-4,mglcs_3_50_4_8.txt,10,h4,22.0,23.0,1.0,0.0029,0.3232,0.3203
sigma-4,mglcs_3_50_4_8.txt,10,h5,23.0,24.0,1.0,0.007,0.691,0.6839999999999999
sigma-4,mglcs_3_50_4_8.txt,10,h6,22.0,24.0,2.0,0.0026,0.2438,0.2412
sigma-4,mglcs_3_50_4_8.txt,10,h7,23.0,24.0,1.0,0.0031,0.3695,0.3664
sigma-4,mglcs_3_50_4_9.txt,10,h1,19.0,23.0,4.0,0.0022,0.2558,0.25360000000000005
sigma-4,mglcs_3_50_4_9.txt,10,h2,23.0,23.0,0.0,0.0032,0.2247,0.2215
sigma-4,mglcs_3_50_4_9.txt,10,h3,20.0,23.0,3.0,0.0025,0.2552,0.2527
sigma-4,mglcs_3_50_4_9.txt,10,h4,22.0,23.0,1.0,0.0031,0.3207,0.3176
sigma-4,mglcs_3_50_4_9.txt,10,h5,22.0,23.0,1.0,0.005,0.5588,0.5538
sigma-4,mglcs_3_50_4_9.txt,10,h6,22.0,23.0,1.0,0.0026,0.2746,0.272
sigma-4,mglcs_3_50_4_9.txt,10,h7,23.0,23.0,0.0,0.0023,0.2048,0.2025
sigma-4,mglcs_5_100_4_0.txt,10,h1,9.0,9.0,0.0,0.0015,0.1949,0.1934
sigma-4,mglcs_5_100_4_0.txt,10,h2,9.0,8.0,-1.0,0.0017,0.1137,0.112
sigma-4,mglcs_5_100_4_0.txt,10,h3,9.0,9.0,0.0,0.0018,0.2077,0.2059
sigma-4,mglcs_5_100_4_0.txt,10,h4,9.0,9.0,0.0,0.0017,0.236,0.23429999999999998
sigma-4,mglcs_5_100_4_0.txt,10,h5,9.0,8.0,-1.0,0.0029,0.2353,0.2324
sigma-4,mglcs_5_100_4_0.txt,10,h6,9.0,8.0,-1.0,0.0017,0.2266,0.2249
sigma-4,mglcs_5_100_4_0.txt,10,h7,9.0,8.0,-1.0,0.0019,0.1326,0.13069999999999998
sigma-4,mglcs_5_100_4_1.txt,10,h1,3.0,3.0,0.0,0.0003,0.0457,0.045399999999999996
sigma-4,mglcs_5_100_4_1.txt,10,h2,3.0,2.0,-1.0,0.0003,0.048,0.0477
sigma-4,mglcs_5_100_4_1.txt,10,h3,3.0,3.0,0.0,0.0005,0.0592,0.0587
sigma-4,mglcs_5_100_4_1.txt,10,h4,3.0,3.0,0.0,0.0004,0.0571,0.0567
sigma-4,mglcs_5_100_4_1.txt,10,h5,3.0,2.0,-1.0,0.0006,0.0724,0.0718
sigma-4,mglcs_5_100_4_1.txt,10,h6,3.0,3.0,0.0,0.0003,0.0416,0.041299999999999996
sigma-4,mglcs_5_100_4_1.txt,10,h7,3.0,2.0,-1.0,0.0004,0.0449,0.044500000000000005
sigma-4,mglcs_5_100_4_2.txt,10,h1,4.0,4.0,0.0,0.0008,0.0626,0.0618
sigma-4,mglcs_5_100_4_2.txt,10,h2,4.0,4.0,0.0,0.0005,0.0247,0.0242
sigma-4,mglcs_5_100_4_2.txt,10,h3,4.0,4.0,0.0,0.0009,0.063,0.0621
sigma-4,mglcs_5_100_4_2.txt,10,h4,4.0,4.0,0.0,0.0006,0.0805,0.0799
sigma-4,mglcs_5_100_4_2.txt,10,h5,4.0,2.0,-2.0,0.0009,0.0431,0.0422
sigma-4,mglcs_5_100_4_2.txt,10,h6,4.0,4.0,0.0,0.0005,0.0533,0.0528
sigma-4,mglcs_5_100_4_2.txt,10,h7,4.0,3.0,-1.0,0.0008,0.0215,0.0207
sigma-4,mglcs_5_100_4_3.txt,10,h1,7.0,7.0,0.0,0.0013,0.1026,0.1013
sigma-4,mglcs_5_100_4_3.txt,10,h2,7.0,7.0,0.0,0.0009,0.0601,0.0592
sigma-4,mglcs_5_100_4_3.txt,10,h3,7.0,7.0,0.0,0.0009,0.1111,0.1102
sigma-4,mglcs_5_100_4_3.txt,10,h4,7.0,7.0,0.0,0.0009,0.129,0.1281
sigma-4,mglcs_5_100_4_3.txt,10,h5,7.0,7.0,0.0,0.0015,0.1651,0.1636
sigma-4,mglcs_5_100_4_3.txt,10,h6,7.0,6.0,-1.0,0.0008,0.098,0.09720000000000001
sigma-4,mglcs_5_100_4_3.txt,10,h7,7.0,6.0,-1.0,0.0009,0.0835,0.0826
sigma-4,mglcs_5_100_4_4.txt,10,h1,2.0,2.0,0.0,0.0004,0.0374,0.037000000000000005
sigma-4,mglcs_5_100_4_4.txt,10,h2,2.0,1.0,-1.0,0.0004,0.0255,0.025099999999999997
sigma-4,mglcs_5_100_4_4.txt,10,h3,2.0,2.0,0.0,0.0003,0.0335,0.0332
sigma-4,mglcs_5_100_4_4.txt,10,h4,2.0,2.0,0.0,0.0004,0.0519,0.051500000000000004
sigma-4,mglcs_5_100_4_4.txt,10,h5,2.0,2.0,0.0,0.0008,0.0502,0.0494
sigma-4,mglcs_5_100_4_4.txt,10,h6,2.0,2.0,0.0,0.0004,0.0389,0.0385
sigma-4,mglcs_5_100_4_4.txt,10,h7,2.0,1.0,-1.0,0.0003,0.0235,0.0232
sigma-4,mglcs_5_100_4_5.txt,10,h1,4.0,4.0,0.0,0.0006,0.0657,0.06509999999999999
sigma-4,mglcs_5_100_4_5.txt,10,h2,4.0,4.0,0.0,0.0008,0.0682,0.0674
sigma-4,mglcs_5_100_4_5.txt,10,h3,4.0,4.0,0.0,0.0005,0.0652,0.0647
sigma-4,mglcs_5_100_4_5.txt,10,h4,4.0,4.0,0.0,0.0005,0.0602,0.059699999999999996
sigma-4,mglcs_5_100_4_5.txt,10,h5,4.0,4.0,0.0,0.0009,0.1128,0.1119
sigma-4,mglcs_5_100_4_5.txt,10,h6,4.0,4.0,0.0,0.0004,0.0563,0.055900000000000005
sigma-4,mglcs_5_100_4_5.txt,10,h7,4.0,4.0,0.0,0.0005,0.0721,0.0716
sigma-4,mglcs_5_100_4_6.txt,10,h1,4.0,4.0,0.0,0.0008,0.0685,0.06770000000000001
sigma-4,mglcs_5_100_4_6.txt,10,h2,4.0,3.0,-1.0,0.0005,0.0599,0.0594
sigma-4,mglcs_5_100_4_6.txt,10,h3,4.0,4.0,0.0,0.0005,0.0583,0.0578
sigma-4,mglcs_5_100_4_6.txt,10,h4,4.0,4.0,0.0,0.0006,0.062,0.061399999999999996
sigma-4,mglcs_5_100_4_6.txt,10,h5,4.0,4.0,0.0,0.0009,0.0941,0.0932
